XNAME,FULLNAME,COND,FIRST,LAST,G,S,H,A,B,C,D,E,F,Table2_NAME,Table2_FORMULA,Table2_Mineral_Name,molar_volume(cm^3/mol),molar_volume(J/bar),Table2_Quelle,Table2_Bemerkungen
Rb2O2H2,[],(G),298.15,6000,-625962.8721,366.4819464,-653772.6294,120.0581513,-0.015845798,-863314,0,1.99401E-05,-5.44542E-09,,,,,,,
RbOH,[],(C),298.15,658,-374867.4189,92.00693493,-418797.9318,51.24,0.059566,0,0,0,0,,,,,,,
RbH,[],(C),298.15,858,-31556.27437,63.70394717,-52298.82126,35.446,0.032955,-530800,0,0,0,,,,,,,
RbH,[],(L),298.15,1200,2553.394262,83.44569322,-32301.7417,56,0,0,0,0,0,,,,,,,
RbH,[],(G),298.15,6000,96578.6639,208.6087195,119321.7209,27.6962204,0.020438187,-117516,0,-1.43795E-05,3.85492E-09,,,,,,,
RbI,[],(L),298.15,3400,-305188.0338,125.1172521,-320472.3102,72.1,0,0,0,0,0,,,,,,,
RbI,[],(G),298.15,6000,-182032.2045,268.7652672,-138479.7833,37.32879639,0.001082805,-24084,0,-1.15953E-07,1.07591E-10,,,,,,,
Rb2I2,[],(G),298.15,6000,-482578.6442,416.1776147,-432954.3197,83.13037109,2.94949E-05,-56020,0,-2.26351E-08,5.89693E-12,,,,,,,
RbI,[],(C),298.15,929,-329559.0827,118.8052885,-333598.4229,41.527,0.024862,324500,0,0,0,,,,,,,
NRbO3,[],(L),298.15,2500,-389370.1941,153.5197885,-488115.6788,146,0,0,0,0,0,,,,,,,
NRbO3,[],(G),298.15,6000,-277609.4283,326.2962794,-314979.8006,45.12705994,0.118447461,-406180,0,-8.45039E-05,2.12633E-08,,,,,,,
NRbO2,[],(C),298.15,695,-299829.0748,162.0084425,-366997.4812,75.736,0.027718,0,0,0,0,,,,,,,
NRbO2,[],(L),298.15,2500,-288475.6478,166.5001613,-360651.184,104,0,0,0,0,0,,,,,,,
NRbO2,[],(G),298.15,6000,-174445.5017,317.4534196,-187633.1877,45.34532928,0.070532104,-64826,0,-4.99677E-05,1.2501E-08,,,,,,,
NRbO3,[],(C),298.15,583,-399965.1302,144.909944,-494697.0334,120.354,-0.227512,0,0,0.000522854,0,,,,,,,
RbO,[],(G),298.15,6000,31464.88181,244.8197055,52486.7213,58.84942627,-0.043356439,-544974,0,3.32204E-05,-8.57127E-09,,,,,,,
RbO2,[],(C),298.15,813,-233272.0011,130.1078025,-279097.6742,52.663,0.08354,0,0,0,0,,,,,,,
RbO2,[],(L),298.15,2000,-208465.8955,141.9726471,-264926.2462,100,0,0,0,0,0,,,,,,,
Rb2O,[],(C),298.15,778,-302633.8001,125.0074375,-337997.7806,51.473,0.075556,0,0,0,0,,,,,,,
Rb2O,[],(L),298.15,2500,-300465.1409,147.9386872,-333494.8115,100,0,0,0,0,0,,,,,,,
Rb2O2,[],(G),298.15,6000,-213011.8287,326.1903313,-215863.5289,73.58525085,0.019629474,-560154,0,-1.48834E-05,3.91099E-09,,,,,,,
Rb2SO4,[],(G),298.15,6000,-1049241.308,391.721893,-1096613.072,93.88635254,0.12659895,-1306342,0,-9.34574E-05,2.40971E-08,,,,,,,
Rb2SO4,[],(C),298.15,1343,-1326904.251,197.5134752,-1435895.979,236.935,-0.297629,-4027000,0,0.000350531,0,,,,,,,
Rb2SO4,[],(L),298.15,3500,-1270948.254,191.7246055,-1408781.234,206.5,0,0,0,0,0,,,,,,,
Rb,[],(C),298.15,312,1.506641411,76.78312065,0.931426539,3.53,0.092337,0,0,0,0,,,,,,,
Rb,[],(L),298.15,2100,2291.038204,83.78764452,2189.801938,23.082,0.02033,419800,0,-2.318E-05,1.0824E-08,,,,,,,
Rb,[],(G),298.15,10000,51821.4152,169.9859635,80901.01035,20.72671509,0.000197718,1642,0,-2.2713E-07,8.61669E-11,,,,,,,
Rb2,[],(G),298.15,6000,74524.82744,270.8920295,113559.9544,27.64858627,0.03933089,207056,0,-4.54573E-05,1.37979E-08,,,,,,,
Rn,[],(G),298.15,20000,1.629440775,176.1274694,1.005894181,20.78355408,3.65087E-06,160,0,-1.52074E-09,1.84396E-13,,,,,,,
SbF5,[],(G),298.15,6000,-1212438.841,342.8991626,-1268004.409,107.0883789,0.054096387,-1497896,0,-4.14444E-05,1.09698E-08,,,,,,,
SbF,[],(G),298.15,6000,-89515.7974,237.2979975,-61673.30992,57.30458832,-0.031546741,-995528,0,1.8939E-05,-3.74134E-09,,,,,,,
SbF3,[],(G),298.15,6000,-820808.8128,301.750091,-831001.6918,70.98661804,0.025528299,-828402,0,-1.96503E-05,5.21856E-09,,,,,,,
SbH,[],(G),298.15,6000,185513.7204,216.152327,218443.5502,21.85272217,0.019158328,212364,0,-8.54364E-06,1.65437E-09,,,,,,,
SbH3,[],(G),298.15,6000,139200.5465,232.8541941,144801.1292,14.5375042,0.101734387,130818,0,-5.98241E-05,1.28848E-08,,,,,,,
NSb,[],(G),298.15,6000,331097.4784,231.0553542,359307.6292,29.08483887,0.017222482,-149650,0,-1.26942E-05,3.32178E-09,,,,,,,
Sb2S3O12,[],(C),298.15,1000,-2143274.359,291.1645098,-2401870.738,220.0258,0.1857252,0,0,0,0,Sb2S3O12, Sb2S3O12,,142.5147139,14.25147139,Materialsproject,
SbO2,[],(G),298.15,6000,73331.76305,279.4027077,84997.3903,42.93398285,0.031217194,-407498,0,-2.35965E-05,6.18648E-09,,,,,,,
Sb2O3,[],(C),298.15,928,-634638.5473,129.9105075,-708543.8652,118.242,-0.00818,-1274900,0,3.5321E-05,0,Sb2O3, Sb2O3,Senarmontit,52.03393085,5.203393085,Webmineral,
Sb2O3,[],(L),298.15,4000,-570882.7101,136.8323004,-675634.6049,180,0,0,0,0,0,,,,,,,
Sb4O6,[],(G),298.15,6000,-1135431.999,459.8086291,-1221752.246,204.5811157,0.059155457,-2668740,0,-4.54842E-05,1.20705E-08,,,,,,,
SbO,[],(G),298.15,6000,61052.20058,238.0382627,89298.61104,24.4554863,0.028111084,23852,0,-1.52274E-05,2.5743E-09,,,,,,,
SbP,[],(G),298.15,6000,177311.709,243.2834979,226058.5369,35.62848663,0.004084566,-194244,0,-2.94031E-06,7.92815E-10,,,,,,,
SbS,[],(G),298.15,6000,138466.381,249.598719,190792.3792,31.79428101,0.011426408,-32768,0,-1.96331E-06,-9.55578E-10,,,,,,,
Sb2S3,[],(C),298.15,822,-142920.2336,179.3120353,-144996.4058,99.953,0.055449,300900,0,0,0,Sb2S3, Sb2S3,Valentinit,50.02291222,5.002291222,Webmineral,
Sb2S3,[],(L),298.15,3000,-185542.6249,118.1594639,-175421.3322,190.4,0,0,0,0,0,,,,,,,
Sb,[],(C),298.15,904,1.171325185,45.08254473,0.758746066,27.981,-0.012422,-69400,0,0.000020295,0,,,,,,,
Sb,[],(L),298.15,5000,29299.65486,60.82591367,16996.2112,33.5,0,0,0,0,0,,,,,,,
Sb,[],(G),298.15,10000,227277.9944,180.1623183,267176.1009,20.42918777,0.001265032,9182,0,-1.57966E-06,6.67347E-10,,,,,,,
Sb3,[],(G),298.15,6000,230354.1546,344.0853408,294809.9076,58.10810089,0.000201178,-83528,0,-1.5824E-07,4.26848E-11,,,,,,,
Sb4,[],(G),298.15,6000,160309.4635,363.1684583,218411.9111,82.92515564,0.000474778,-222948,0,-3.73354E-07,1.00622E-10,,,,,,,
SbSe,[],(G),298.15,6000,139617.4,261.2602329,193083.8501,38.21988678,-0.006135537,-117654,0,1.20509E-05,-4.31E-09,,,,,,,
Sb2Se3,[],(C),298.15,888,-125936.5638,211.4525634,-127646.2553,118.74,0.02092,0,0,0,0,,,,,,,
Sb2Se3,[],(L),298.15,3000,-116696.6666,168.6087356,-129411.6759,224,0,0,0,0,0,,,,,,,
SbTe,[],(G),298.15,6000,150143.6097,268.463172,204087.8049,39.89506531,-0.008538638,-164046,0,1.01628E-05,-2.74779E-09,,,,,,,
Sb2Te3,[],(C),298.15,892,-57564.77361,247.112944,-55883.14308,-97.53,1.093535,3202700,0,-0.001855525,1.09979E-06,,,,,,,
Sb2Te3,[],(L),298.15,3000,59417.48607,292.2596258,9336.0162,200,0,0,0,0,0,,,,,,,
SbZn,[],(C),298.15,822,-29305.1814,82.64436247,-19039.50482,44.67444,0.01731762,0,0,0,0,SbZn, SbZn,,30.46330014,3.046330014,Materialsproject,
SbZn,[],(L),298.15,1500,15024.40746,110.7940894,7320.5776,62.745,0,0,0,0,0,,,,,,,
NSc,[],(C),298.15,2923,-293206.4067,29.7030302,-313723.8878,45.80385,0.0054379,-920260,0,0,0,,,,,,,
Sc2O2,[],(G),298.15,6000,-499084.2903,283.0534023,-490591.9375,43.94844055,0.077333167,-558290,0,-5.70256E-05,1.46898E-08,,,,,,,
Sc2O3,[],(C),298.15,2762,-1828568.242,76.80947384,-1908597.175,115.235,0.01277,-2219200,0,1.603E-06,0,,,,,,,
ScO,[],(G),298.15,10000,-81816.47373,224.4326408,-55073.99946,26.72263336,0.021467719,-87338,0,-1.57279E-05,4.0708E-09,,,,,,,
ScO2,[],(G),298.15,6000,-423559.3895,262.4526371,-413669.5313,37.66316986,0.041603864,-450674,0,-3.12469E-05,8.15533E-09,,,,,,,
Sc2O,[],(G),298.15,6000,-55372.93067,270.266223,-23047.09809,43.6158371,0.029261261,-359294,0,-2.18335E-05,5.67242E-09,,,,,,,
Sc2O3,[],(L),298.15,6000,-1851729.492,-40.72566933,-1937696.3,200,0,0,0,0,0,,,,,,,
Sc,[],(C),298.15,1814,1.046798832,34.77256066,0.764266746,29.847,-0.012297,-190500,0,1.772E-05,-3.867E-09,,,,,,,
Sc,[],(L),298.15,5100,7531.862028,20.8714587,1694.0573,44,0,0,0,0,0,,,,,,,
Sc,[],(G),298.15,10000,337783.6772,174.6792771,377701.0318,20.89583969,-0.000119376,110786,0,-5.23453E-08,6.97339E-11,,,,,,,
SeH,[],(G),298.15,6000,115488.1787,204.8529544,145715.2502,14.56639671,0.039690692,422404,0,-2.21037E-05,4.17872E-09,,,,,,,
SeH2,[],(G),298.15,6000,12270.24875,219.0002192,30003.66884,23.59516907,0.032605914,200824,0,-9.62314E-06,2.99647E-10,,,,,,,
SeO2,[],(L),298.15,3000,-165209.8494,65.59890337,-220473.0985,105,0,0,0,0,0,,,,,,,
SeO2,[],(G),298.15,6000,-118179.8391,262.4712973,-110509.5532,37.34863281,0.041769922,-347948,0,-3.11262E-05,8.07818E-09,,,,,,,
SeO2,[],(C),298.15,633,-175583.3342,66.68587206,-225498.2459,70.737,0.007605,-1290100,0,0,0,,,,,,,
SeO,[],(G),298.15,6000,32004.93063,233.62885,58587.02605,28.50874329,0.017768259,-21000,0,-1.31145E-05,3.74423E-09,,,,,,,
SeZnO3,[],(C),298.15,894,-588910.5078,98.3099216,-652127.1908,77.17635,0.0552156,0,0,0,0,,,,,,,
SeZnO3,[],(L),298.15,2000,-536528.3302,114.0208693,-623594.7305,140.1305,0,0,0,0,0,,,,,,,
SeS,[],(G),298.15,6000,94372.04922,245.0130493,144969.9939,36.37411499,0.00111414,-85746,0,1.6962E-07,2.36999E-10,,,,,,,
Se,[],(C),298.15,494,1.107633228,42.27251436,0.750528618,19.433,0.022676,0,0,-1.2865E-05,0,,,,,,,
Se,[],(L),298.15,1800,5847.464831,48.71605862,3884.537027,52.416,-0.049601,0,0,0.000032436,0,,,,,,,
Se,[],(G),298.15,10000,198225.551,176.6296229,237592.1601,14.94114685,0.015232126,181312,0,-8.12422E-06,1.22738E-09,,,,,,,
Se2,[],(G),298.15,6000,95023.67034,247.2956665,144143.6848,52.96704864,-0.034603333,-286338,0,2.84313E-05,-7.38149E-09,,,,,,,
Se3,[],(G),298.15,6000,119772.219,311.4686328,177913.4064,57.2879715,0.0019693,-288752,0,-1.54366E-06,4.15207E-10,,,,,,,
Se4,[],(G),298.15,6000,109112.7702,344.4209511,165694.4912,81.54289246,0.003450496,-490132,0,-2.70268E-06,7.26549E-10,,,,,,,
Se5,[],(G),298.15,6000,92100.90292,416.3487184,156593.5728,107.1365,0.002002396,-457738,0,-1.57345E-06,4.24005E-10,,,,,,,
Se6,[],(G),298.15,6000,79421.73279,436.6028593,137974.8139,132.2172,0.001691987,-530996,0,-1.32927E-06,3.58073E-10,,,,,,,
Se7,[],(G),298.15,6000,85034.29533,493.6738973,148500.3827,156.927063,0.002267341,-656346,0,-1.78188E-06,4.80057E-10,,,,,,,
Se8,[],(G),298.15,6000,95327.20603,532.8646914,157687.5976,181.6339722,0.002776588,-756910,0,-2.18022E-06,5.86919E-10,,,,,,,
SeSn,[],(C),298.15,1153,-107750.629,98.09664133,-94534.42231,46.64045,0.01995291,0,0,0,0,,,,,,,
SeSn,[],(G),298.15,2000,58536.21493,262.9051673,120890.0802,37.35419,0,-129674,0,0,0,,,,,,,
Se2Sn,[],(C),298.15,948,-136697.292,117.9677903,-124650.8561,62.03389,0.03162348,0,0,0,0,,,,,,,
SeTe,[],(G),298.15,6000,100425.9551,256.7765009,151455.7238,33.48297882,0.037431439,-345122,0,-4.05319E-05,1.3015E-08,,,,,,,
SeTl2,[],(C),298.15,663,-114444.4798,180.0861448,-92525.61623,69.73061,0.0326274,0,0,0,0,,,,,,,
SeTl,[],(C),298.15,607,-72192.08436,102.9068103,-60944.50608,39.3202,0.0351372,0,0,0,0,,,,,,,
SeU,[],(C),298.15,2198,-288733.8912,96.50732353,-275658.3561,52.889852,0.00639999,0,0,0,0,,,,,,,
SeZn,[],(C),298.15,1799,-166056.4061,70.27961946,-158952.4437,50.15417,0.00577254,0,0,0,0,,,,,,,
SeZn,[],(G),298.15,4000,176557.9007,249.770574,237177.0881,37.370922,0.000016732,-107504,0,0,0,,,,,,,
SmC2,[],(C),298.15,1200,-106587.1705,77.81014168,-97880.10911,68.6012,0.0112941,-794770,0,0,0,,,,,,,
Sm2O3,[],(C),298.15,2608,-1745111.838,146.0117195,-1827096.504,114.749,0.037673,-833900,0,0,0,,,,,,,
Sm2O3,[],(L),298.15,6000,-1703269.489,72.33448369,-1817158.012,200,0,0,0,0,0,,,,,,,
SmO,[],(G),298.15,6000,-130320.9035,246.5090898,-106669.0584,37.06904602,0.024349411,-323018,0,-2.013E-05,6.24075E-09,,,,,,,
Sm2Zr2O7,[],(C),298.15,2648,-3923019.393,251.8393575,-4070052.215,267.712,0.0343006,-4601300,0,0,0,,,,,,,
Sm,[],(C),298.15,1345,1.52356925,69.57297537,0.885332019,20.268,0.032338,-33700,0,0,0,,,,,,,
Sm,[],(L),298.15,4500,10630.28481,64.31833327,4532.0093,50,0,0,0,0,0,,,,,,,
Sm,[],(G),298.15,10000,172394.9817,182.9478519,205598.9565,24.99290085,0.01655535,144248,0,-1.43274E-05,3.23117E-09,,,,,,,
SmB6,[],(C),298.15,2813,-227017.9549,114.9162238,-209147.2512,124.8825317,0.073253868,-4905108,0,-3.18386E-07,0,,,,,,,
SnBr3,[],(G),298.15,6000,-222205.8406,382.3301413,-168236.2351,82.6153717,0.001146591,-272296,0,-9.02528E-07,2.43574E-10,,,,,,,
SnBr4,[],(G),298.15,6000,-374762.1599,413.127867,-327297.6049,107.2601776,0.001788843,-390866,0,-1.40446E-06,3.78164E-10,,,,,,,
SnBr,[],(G),298.15,6000,26066.57213,264.7331878,75637.98836,33.93670654,0.006332971,60608,0,2.41655E-06,-2.09999E-09,,,,,,,
SnBr2,[],(G),298.15,6000,-172173.3085,328.9367011,-118498.2177,57.95520782,0.000532347,-150190,0,-4.18457E-07,1.12753E-10,,,,,,,
SnCl2,[],(C),298.15,520,-289414.836,134.1078507,-332997.6607,62.005,0.053817,0,0,0,0,,,,,,,
SnCl2,[],(L),298.15,1800,-275829.1601,147.2586437,-324244.3293,110,0,0,0,0,0,,,,,,,
SnCl2,[],(G),298.15,6000,-213902.3952,305.7923784,-202648.237,57.22211456,0.002109616,-274098,0,-1.65273E-06,4.44376E-10,,,,,,,
SnCl3,[],(G),298.15,6000,-242276.361,347.1420202,-251793.0099,81.22277832,0.004133269,-479520,0,-3.23343E-06,8.68377E-10,,,,,,,
SnCl4,[],(G),298.15,6000,-441141.8245,366.7663497,-477798.7357,104.7009735,0.007271266,-712294,0,-5.68158E-06,1.52472E-09,,,,,,,
SnCl,[],(G),298.15,6000,6371.653135,253.3169026,34664.02334,32.31900024,0.010990208,38518,0,-1.66644E-06,-1.01256E-09,,,,,,,
SnF2,[],(L),298.15,1700,-594400.3578,106.6625719,-643669.6919,100,0,0,0,0,0,,,,,,,
SnF2,[],(G),298.15,6000,-495255.563,282.0095708,-483957.7788,51.90744019,0.013285635,-476708,0,-1.02635E-05,2.73256E-09,,,,,,,
SnF3,[],(G),298.15,6000,-622486.4054,309.1593087,-632002.3487,70.81164551,0.025875299,-798546,0,-1.99063E-05,5.28435E-09,,,,,,,
SnF4,[],(G),298.15,6000,-988271.3772,319.3410005,-1024003.506,89.4228363,0.039007623,-1070212,0,-2.99295E-05,7.93028E-09,,,,,,,
SnF2,[],(C),298.15,488,-603939.1946,96.20727314,-649997.8297,54.67,0.05945,0,0,0,0,,,,,,,
SnF,[],(G),298.15,6000,-123143.3586,241.5146189,-95013.93138,29.45060349,0.017477536,-30204,0,-6.94288E-06,3.96009E-10,,,,,,,
SnH4,[],(G),298.15,1000,164423.5954,228.6060116,162720.5092,51.78554,0.037647,-1129410,0,0,0,,,,,,,
SnI3,[],(G),298.15,6000,-91557.08297,405.7122535,-32499.42096,82.98396301,0.000347645,-159986,0,-2.7375E-07,7.3899E-11,,,,,,,
SnI4,[],(G),298.15,6000,-174307.1421,448.6307328,-119097.3563,107.837738,0.000543099,-222080,0,-4.28613E-07,1.15881E-10,,,,,,,
SnI,[],(G),298.15,6000,124408.1346,272.197731,175730.4676,35.46067047,0.001930928,43720,0,6.2406E-06,-3.04837E-09,,,,,,,
SnI2,[],(G),298.15,6000,-62790.25512,342.5977983,-5898.320756,58.03817749,0.000352592,-122436,0,-2.77204E-07,7.47157E-11,,,,,,,
SnSO4,[],(C),298.15,900,-936690.8001,138.5561124,-1014373.482,118.16975,0.108758,0,0,0,0,SnSO4, SnSO4,,54.78958719,5.478958719,Materialsproject,
SnS2O8,[],(C),298.15,700,-1444458.959,149.7800195,-1628851.467,284.444,0,0,0,0,0,,,,,,,
SnO2,[],(C),298.15,1903,-522468.6164,49.01535207,-577628.4045,76.04,0.007364,-2223800,0,0,0,SnO2, SnO2,Cassiterit,21.07448159,2.107448159,Webmineral,
SnO2,[],(L),298.15,4400,-508193.4565,31.34922393,-573124.0475,92,0,0,0,0,0,,,,,,,
SnO2,[],(G),298.15,6000,-45011.58512,251.4864552,-43212.73609,47.87091064,0.029679547,-476070,0,-2.24645E-05,5.89547E-09,,,,,,,
SnO,[],(C),298.15,1250,-253855.4443,57.17480064,-280708.568,43.74,0.01356,0,0,0,0,SnO, SnO,Romarchit,21.05039303,2.105039303,Webmineral,
SnO,[],(L),298.15,3200,-217361.3437,64.63802356,-261349.6834,63,0,0,0,0,0,,,,,,,
SnO,[],(G),298.15,6000,-3234.811664,232.0010778,21900.72826,29.97343445,0.015477887,-168752,0,-1.14805E-05,3.01605E-09,,,,,,,
SnS_1,[],(G),298.15,6000,62161.31548,243.4658858,111359.7112,35.77141571,0.003775194,-190492,0,-2.70662E-06,7.31411E-10,,,,,,,
SnS2_1,[],(C),298.15,1143,-111505.228,87.40704162,-117997.8977,62.86,0.020617,99200,0,0,0,SnS2, SnS2,Berndtit,40.52900731,4.052900731,Webmineral,
SnS2,[],(G),298.15,6000,53798.43422,276.9311739,103488.5217,59.5839386,0.005928184,-404038,0,-4.61766E-06,1.23659E-09,,,,,,,
SnS,[],(C),298.15,1154,-107337.1455,77.00494929,-108998.5246,37.513,0.029761,254100,0,0,0,SnS, SnS,Herzenbergit,29.00714651,2.900714651,Webmineral,
SnS,[],(L),298.15,2700,-75148.33812,78.29717203,-92711.9173,74.9,0,0,0,0,0,,,,,,,
SnS_2,[],(G),298.15,2000,46951.63624,242.0987796,105044.0368,36.93589,0.00033464,-230066,0,0,0,,,,,,,
Sn3S4,[],(C),298.15,983,-395359.3607,243.4676549,-370189.9149,150.92264,0.0623267,0,0,0,0,,,,,,,
Sn2S3,[],(C),298.15,1000,-279211.3563,164.4039836,-263525.3971,107.00114,0.0439215,0,0,0,0,Sn2S3, Sn2S3,Ottemannit,70.10524612,7.010524612,Webmineral,
SnS2_2,[],(C),298.15,1038,-160339.9329,87.43175482,-153513.8965,64.87833,0.0175686,0,0,0,0,SnS2, SnS2,Berndtit,40.52900731,4.052900731,Webmineral,
Sn,[],(C),298.15,505,1.271833754,51.18272534,0.812781393,34.297,-0.029957,-246100,0,5.0794E-05,0,,,,,,,
Sn,[],(L),298.15,4700,9584.546735,63.929164,6692.40736,25.184,0.002105,818800,0,-1.63E-07,0,,,,,,,
Sn,[],(G),298.15,10000,266153.3065,168.4088991,301206.2398,-13.39656067,0.10464165,876514,0,-7.70037E-05,1.79544E-08,,,,,,,
Sn2,[],(G),298.15,6000,364664.8239,260.668863,414239.7205,-13.45961189,0.173938501,1061098,0,-0.00015342,4.27101E-08,,,,,,,
SnTe,[],(G),298.15,2000,95495.28467,261.0228585,155751.0908,37.39602,0,-92026,0,0,0,,,,,,,
SnTe,[],(C),298.15,1079,-72518.85103,98.72402791,-60652.44122,48.9411,0.01012286,0,0,0,0,,,,,,,
SnTe,[],(L),298.15,2000,-3366.147044,129.6678876,-21464.93051,63.5816,0,0,0,0,0,,,,,,,
SrBrOH,[],(G),298.15,6000,-500414.0793,328.3231058,-480927.4514,75.56651306,-0.005809624,-498134,0,8.70047E-06,-2.45911E-09,,,,,,,
SrBr2,[],(G),298.15,6000,-451772.7633,326.3004525,-401723.7906,62.24463654,0.000245337,-94562,0,-1.92479E-07,5.17971E-11,,,,,,,
SrBr,[],(G),298.15,6000,-113103.6645,264.1350039,-64928.13914,37.3106308,0.000766066,-59338,0,-1.56343E-07,7.69253E-11,,,,,,,
SrBr2,[],(C),298.15,930,-710803.3392,143.4477223,-716997.7068,70.504,0.020761,-14800,0,0,0,,,,,,,
SrBr2,[],(L),298.15,3900,-688310.0618,147.2230902,-705188.4971,100,0,0,0,0,0,,,,,,,
SrCO3_1,[],(C),298.15,2000,-1159111.166,97.05407712,-1219551.474,89.59986,0.03580648,-1420546,0,0,0,,,,,,,
SrCO3_2,[],(C),298.15,1767,-1151481.692,97.2083443,-1226997.528,152.093,-0.11165,-3939200,0,8.9249E-05,0,,,,,,,
SrCO3,[],(L),298.15,2500,-1137484.022,47.28437949,-1227439.847,165,0,0,0,0,0,,,,,,,
SrC2,[],(C),298.15,1000,-94338.15464,71.11734168,-84495.10911,68.6012,0.0112941,-794770,0,0,0,,,,,,,
SrClOH,[],(G),298.15,6000,-532845.1851,319.7339367,-533697.0505,75.38220215,-0.00541243,-550018,0,8.38955E-06,-2.37559E-09,,,,,,,
SrCl2,[],(L),298.15,3800,-714262.1375,181.746232,-788424.0007,106.298,0,-13485000,0,0,0,,,,,,,
SrCl2,[],(G),298.15,6000,-499123.7083,314.8220325,-487012.6498,57.70982361,0.001061368,-194970,0,-8.33091E-07,2.24307E-10,,,,,,,
SrCl,[],(G),298.15,6000,-152663.6168,252.5080427,-125866.5261,37.10630035,0.001169304,-103322,0,-4.89675E-07,1.6284E-10,,,,,,,
SrCl2,[],(C),298.15,1147,-783874.8928,114.8576052,-833197.7327,80.081,0.007619,-599800,0,0,0,,,,,,,
SrFOH,[],(G),298.15,6000,-652959.7347,307.2593698,-654101.4817,74.34799194,-0.003204484,-638906,0,6.67074E-06,-1.91549E-09,,,,,,,
SrF2,[],(G),298.15,6000,-796524.7932,290.5638575,-784805.0006,55.63140106,0.005496838,-368176,0,-4.28466E-06,1.14795E-09,,,,,,,
SrF,[],(G),298.15,6000,-329921.9337,239.7913489,-303551.4433,35.62390137,0.004248714,-193936,0,-2.93586E-06,8.07192E-10,,,,,,,
SrF2,[],(C),298.15,1750,-1177768.675,82.13704039,-1227997.901,71.774,0.015652,-572700,0,0,0,,,,,,,
SrF2,[],(L),298.15,4300,-1119955.9,82.10045014,-1199097.988,99,0,0,0,0,0,,,,,,,
SrIOH,[],(G),298.15,6000,-461334.0365,335.4730568,-440132.6298,75.58905029,-0.005859569,-485772,0,8.74052E-06,-2.47008E-09,,,,,,,
SrO2H2,[],(L),298.15,2000,-878042.96,75.66988662,-964565.5304,153,0,0,0,0,0,,,,,,,
SrO2H2,[],(G),298.15,6000,-570958.2451,313.7631125,-588040.5877,93.04762268,-0.011436897,-914672,0,1.6511E-05,-4.5282E-09,,,,,,,
SrOH,[],(G),298.15,6000,-205724.4372,251.6543587,-193666.6113,54.52362823,-0.005044054,-463612,0,7.72466E-06,-2.11952E-09,,,,,,,
SrO2H2,[],(C),298.15,808,-884372.4838,94.00928129,-964997.2396,72.295,0.066275,0,0,0,0,,,,,,,
SrH2,[],(L),298.15,2000,-116009.203,47.97810011,-165102.3554,75,0,0,0,0,0,,,,,,,
SrH,[],(G),298.15,6000,189818.5113,212.6367338,219225.1544,22.88905716,0.027876849,44324,0,-1.92016E-05,4.88905E-09,,,,,,,
SrH2,[],(C),298.15,1323,-147002.8745,52.00443611,-179998.6807,34.301,0.03253,0,0,0,0,,,,,,,
SrI2,[],(L),298.15,5300,-544713.1792,157.2402345,-555110.5442,110,0,0,0,0,0,,,,,,,
SrI2,[],(G),298.15,6000,-325872.9066,341.5362694,-272216.7445,62.30364227,0.000116433,-65464,0,-9.0204E-08,2.39421E-11,,,,,,,
SrI,[],(G),298.15,6000,-55882.18601,271.9031994,-5849.935786,37.35570526,0.000632692,-39594,0,-1.02582E-07,5.81236E-11,,,,,,,
SrI2,[],(C),298.15,811,-559043.9816,159.107815,-561997.6783,72.531,0.024029,-203700,0,0,0,,,,,,,
N2SrO6,[],(C),298.15,400,-830658.1487,194.5256195,-988480.1937,160.2089,0,0,0,0,0,,,,,,,
N2Sr3,[],(C),298.15,1303,-352729.2662,134.7056421,-391106.1113,121.51615,0.0271895,0,0,0,0,,,,,,,
SrSO4,[],(L),298.15,4000,-1301529.418,101.7653034,-1434090.575,170,0,0,0,0,0,,,,,,,
SrSO4,[],(C),298.15,1880,-1356080.46,121.010297,-1458496.941,109.691,0.053413,-2099300,0,0,0,,,,,,,
SrO,[],(G),298.15,10000,-37468.93329,229.9469534,-14214.37145,30.64512253,0.018438889,-142562,0,-1.83059E-05,6.6592E-09,,,,,,,
SrO,[],(C),298.15,2930,-562104.9943,55.4445424,-590498.6514,47.409,0.010904,-493100,0,-1.514E-06,0,,,,,,,
SrO,[],(L),298.15,6000,-538414.1541,15.24427233,-584645.7956,84,0,0,0,0,0,,,,,,,
SrO2,[],(C),298.15,600,-588401.4395,58.98829322,-633303.6167,73.95544,0.0184052,0,0,0,0,,,,,,,
SrTiO3,[],(C),298.15,2313,-1623451.047,108.767896,-1684073.049,118.08609,0.00736208,-1949278,0,0,0,,,,,,,
Sr2TiO4,[],(C),298.15,2133,-2229185.403,158.9684593,-2311103.687,160.83635,0.01606272,-1953462,0,0,0,,,,,,,
SrWO4,[],(C),298.15,1808,-1555923.624,137.508431,-1634629.058,120.63772,0.03609929,0,0,0,0,,,,,,,
SrZrO3,[],(L),298.15,5000,-1710348.27,47.68027538,-1787090.969,167,0,0,0,0,0,,,,,,,
SrZrO3,[],(C),298.15,2750,-1686230.474,115.0103932,-1764996.9,127.063,0.003312,-2191400,0,0,0,,,,,,,
SrS_1,[],(C),298.15,2500,-475102.816,68.20491076,-479998.5411,47.533,0.007746,-101600,0,0,0,,,,,,,
SrS,[],(L),298.15,5200,-387789.9572,68.50337416,-436299.5422,67,0,0,0,0,0,,,,,,,
